id	English	Japanese	French	German	Spanish	Korean	Chinese
giant05.sublevel1.hint9	{M4}'s favourite grandchild is {M8} who is younger than his sister	{M4}のお気に入りの孫は、姉より若い{M8}です	Le petit-fils préféré de {M4} est {M8} qui est plus jeune que sa sœur	{M4}s Lieblingsenkel ist {M8}, der jünger ist als seine Schwester	El nieto favorito de {M4} es {M8}, más joven que su hermana	{M4}이(가) 가장 좋아하는 손자는 그의 누나보다 어린 {M8}입니다	{M4} 最為寵愛的孫子女是 {M8}，後者的年紀比他的姊妹小
giant05.sublevel1.hint10	{F4}'s daughter-in-law is a doctor	{F4}の義理の娘は、医者です	La belle-fille de {F4} est médecin	{F4}s Schwiegertochter ist Ärztin	La nuera de {F4} es médica	{F4}의 며느리는 의사입니다	{F4} 的媳婦是一名醫師
giant05.sublevel1.hint11	{M3}'s big sister, {F2} got married with {M2} and gave birth to {M5}	{M3}の姉の{F2}は、{M2}と結婚し、{M5}を産みました	La grande sœur de {M3}, {F2} s'est mariée avec {M2} et a donné naissance à {M5}	{M3}s große Schwester, {F2}, hat {M2} geheiratet und {M5} geboren	La hermana mayor de {M3}, {F2} se casó con {M2} y dio a luz a {M5}	{M3}의 큰 누나/언니는 {F2}은(는) {M2}와(과) 결혼하여 {M5}을(를) 낳았습니다	{M3} 的大姊 {F2} 跟 {M2} 結婚並生下了 {M5}
giant05.sublevel1.hint12	{F7} gave birth to {M11} first, then {M12} 4 years later	{F7}は、まず{M11}を産み、その4年後に{M12}を産みました	{F7} a d'abord donné naissance à {M11}, puis à {M12} quatre ans plus tard	{F7} hat erst {M11} geboren, dann vier Jahre später {M12}	{F7} dio a luz a {M11} primero, y luego a {M12} cuatro años después	{F7}은(는) {M11}을(를) 먼저 낳고, 4년 후에 {M12}을(를) 낳았습니다	{F7} 先是生下了 {M11}，再來 4 年後生下了 {M12}
giant05.sublevel1.hint13	{F4}'s mother-in-law got married twice	{F4}の義理の母は、2回結婚しました	La belle-mère de {F4} s'est mariée deux fois	{F4}s Schwiegermutter hat zweimal geheiratet	La suegra de {F4} se casó dos veces	{F4}의 시어머니/장모는 두 번 결혼했습니다	{F4} 的婆婆結過兩次婚
giant06.sublevel1.hint1	{F3} adopted {M6} and {F5} from an orphanage	{F3}は、孤児院から{M6}と{F5}を養子に迎えました	{F3} a adopté {M6} et {F5} dans un orphelinat	{F3} hat {M6} und {F5} aus einem Waisenhaus adoptiert	{F3} adoptó a {M6} y {F5} de un orfanato	{F3}은(는) 고아원에서 {M6}와(과) {F5}을(를) 입양했습니다	{F3} 從孤兒院收養了 {M6} 與 {F5}
giant06.sublevel1.hint2	{F6} got married twice but had no children	{F6}は二度結婚したのですが、子供はいませんでした	{F6} s'est mariée deux fois mais n'a pas eu d'enfants	{F6} war zweimal verheiratet, hatte aber keine Kinder	{F6} se casó dos veces pero no tuvo hijos	{F6}(은)는 두 번 결혼했지만, 자식이 없습니다	{F6} 結了兩次婚但沒有小孩
giant06.sublevel1.hint3	{M8} are both {M1} and {M2}'s grandson	{M8}は、{M1}と{M2}の男の孫です	{M8} est le petit-fils de {M1} et de {M2}	{M8} ist sowohl {M1}s als auch {M2}s Enkel	{M8} son nietos de {M1} y {M2}	{M8}은(는) {M1}와(과) {M2}의 손자입니다	{M8} 是 {M1} 與 {M2} 兩人的孫子
giant06.sublevel1.hint4	{F10} is the youngest child among her 2 big brothers	{F10}は、2人の兄がいる、最も年下の子どもです	{F10} est le plus jeune de ses deux grands frères	{F10} ist das jüngste Kind unter ihren zwei großen Brüdern	{F10} es el hijo menor de sus dos hermanos mayores	{F10}은(는) 두 오빠 사이에서 막내입니다	{F10} 有 2 個哥哥，而她是年紀最小的孩子
giant06.sublevel1.hint5	{M6} followed his mother's example by adopting {M9} from the same orphanage	{M6}は、母を見習って、同じ孤児院から{M9}を養子に迎えました	{M6} a suivi l'exemple de sa mère en adoptant {M9} dans le même orphelinat	{M6} folgte dem Beispiel seiner Mutter, indem er {M9} aus demselben Waisenhaus adoptierte	{M6} siguió el ejemplo de su madre adoptando a {M9} del mismo orfanato	{M6}은(는) 어머니를 따라 같은 고아원에서 {M9}을(를) 입양했습니다	{M6} 效仿他的母親，從同一間孤兒院收養了 {M9}
giant06.sublevel1.hint6	{F7} is a lesbian and she married another lesbian, {F8}	{F7}は、レズビアンで、同じくレズビアンの{F8}と結婚しました	{F7} est lesbienne et a épousé une autre lesbienne, {F8}	{F7} ist lesbisch und hat eine andere Lesbe, {F8}, geheiratet	{F7} es lesbiana y se casó con otra lesbiana, {F8}	{F7}은(는) 여성 동성애자이며, 다른 여성 동성애자인 {F8}와(과) 결혼했습니다	{F7} 是一名女同性戀者，她跟另一名女同性戀者 {F8} 結婚了
giant06.sublevel1.hint7	{M10} is an adopted child who has 2 mothers, but no father	{M10}は養子で、2人の母がいますが、父はいません	{M10} est un enfant adopté qui a deux mères, mais pas de père	{M10} ist ein Adoptivkind mit zwei Müttern, aber keinem Vater	{M10} es una niña adoptada que tiene dos madres, pero no tiene padre	{M10}은(는) 어머니는 두 명이지만, 아버지가 없는 입양아입니다	{M10} 是一個受人收養的孩子，擁有 2 位母親，但沒有父親
giant06.sublevel1.hint8	{F9} have 3 children, with {M12} being the middle child	{F9}には、3人の子どもがおり、そのうち{M12}が真ん中の子どもです	{F9} ont trois enfants, dont {M12} est l'enfant du milieu	{F9} hat drei Kinder und {M12} ist das mittlere Kind	{F9} tiene tres hijos, de los cuales {M12} es el mediano	{F9}은(는) 자녀 세 명이 있고, {M12}은(는) 둘째입니다	{F9} 有 3 個孩子，其中 {M12} 排行老二
giant06.sublevel1.hint9	{F5}'s husband deals with the law as part of his work	{F5}の夫は、法律関連の仕事をしています	Le mari de {F5} travaille dans le domaine juridique	{F5}s Ehemann hat als Teil seines Berufs mit dem Gesetz zu tun	El marido de {F5} trata con la ley en su trabajo	{F5}의 남편은 업무의 일환으로 법률을 다루고 있습니다	{F5} 的丈夫會在工作中處理法律事務
giant06.sublevel1.hint10	{F4} married {M1} and {F1}'s youngest child	{F4}は、{M1}と{F1}の最も年下の子どもと結婚しました	{F4} a épousé {M1} et le plus jeune enfant de {F1}	{F4} hat {M1} und {F1}s jüngstes Kind geheiratet	{F4} se casó con {M1} y el hijo menor de {F1}	{F4}은(는) {M1}와(과) {F1}의 막내와 결혼했습니다	{F4} 嫁給了 {M1} 與 {F1} 年紀最小的孩子
giant06.sublevel1.hint11	{M7} and {M8} married the same woman	{M7}と{M8}は、同じ女性と結婚しました	{M7} et {M8} ont épousé la même femme	{M7} und {M8} haben dieselbe Frau geheiratet	{M7} y {M8} se casaron con la misma mujer	{M7}와(과) {M8}은(는) 같은 여자와 결혼했습니다	{M7} 與 {M8} 兩人都娶了同一個女人為妻
giant06.sublevel1.hint12	{M4}'s big brother, {M3}, isn't interested in marriage, so he adopted a child	{M4}の兄の{M3}は、結婚に興味がないので、子どもを養子に迎えました	Le grand frère de {M4}, {M3}, n'est pas intéressé par le mariage, il a donc adopté un enfant	{M4}s älterer Bruder, {M3}, ist nicht am Heiraten interessiert, also hat er ein Kind adoptiert	El hermano mayor de {M4}, {M3}, no está interesado en el matrimonio, así que adoptó a un niño	{M4}의 큰 형/오빠 {M3}은(는) 결혼에 관심이 없어서 아이를 입양했습니다	{M4} 的大哥 {M3} 對婚姻不感興趣，所以他收養了一個孩子
giant06.sublevel1.hint13	{F9} married {M6}s adopted child	{F9}は、{M6}の養子と結婚しました	{F9} a épousé l'enfant adoptif de {M6}	{F9} hat {M6}s adoptiertes Kind geheiratet	{F9} se casó con el hijo adoptivo de {M6}.	{F9}은(는) {M6}의 입양 자녀와 결했습니다	{F9} 嫁給了 {M6} 的養子女
giant06.sublevel1.hint14	{F8} doesn't have a good relationship with her little sister, {F9}	{F8}は、妹の{F9}と不仲です	{F8} n'a pas de bonnes relations avec sa petite sœur, {F9}	{F8} hat kein gutes Verhältnis zu ihrer jüngeren Schwester, {F9}	{F8} no tiene una buena relación con su hermana pequeña, {F9}	{F8}은(는) 그녀의 여동생 {F9}와(과) 사이가 좋지 않습니다	{F8} 跟她妹妹 {F9} 的關係不好
giant06.sublevel1.hint15	{M11} calls {M6} "grandpa"	{M11}は、{M6}を「おじいちゃん」と呼んでいます	{M11} appelle {M6} « grand-père »	{M11} nennt {M6} „Opa“	{M11} llama a {M6} "abuelo"	{M11}은(는) {M6}을(를) "할아버지"라고 부릅니다	{M11} 稱呼 {M6} 為「阿公」
giant06.sublevel1.hint16	{F2} was buried alongside {M2}'s grave as couples	{F2}は、{M2}の墓の横に、夫婦として埋葬されました	{F2} a été enterré à côté de la tombe de {M2} en tant que couple	{F2} wurde an der Seite von {M2}s Grab als Paar begraben	{F2} fue enterrado junto a la tumba de {M2} como pareja	{F2}은(는) 부부로서 {M2}의 무덤 옆에 나란히 묻혔습니다	{F2} 與 {M2} 墓塚相鄰，作為夫妻並排合葬
giant07.sublevel1.hint1	{M8}'s grandfathers were both adopted	{M8}の祖父たちは、どちらも養子でした	Les grands-pères de {M8} ont tous deux été adoptés	{M8}s Großväter waren beide adoptiert	Los abuelos de {M8} eran ambos adoptados	{M8}의 할아버지들은 모두 입양되었습니다	{M8} 的兩位祖父都是受人收養
giant07.sublevel1.hint2	{M3} married a woman who had already adopted a child with autism, {M6}	{M3}は、すでに自閉症の{M6}を養子に迎えていた女性と結婚しました	{M3} a épousé une femme qui avait déjà adopté un enfant autiste, {M6}	{M3} hat eine Frau geheiratet, die schon ein Kind mit Autismus, {M6}, adoptiert hatte	{M3} se casó con una mujer que ya había adoptado a un niño con autismo, {M6}	{M3}은(는) 이미 자폐아를 입양한 적 있는 여성 {M6}와(과) 결혼했습니다	{M3} 娶了已經收養一個自閉症兒童 {M6} 的女人為妻
giant07.sublevel1.hint3	{F7}'s grandmother is {M1}'s daughter-in-law	{F7}の祖母は、{M1}の義理の娘です	La grand-mère de {F7} est la belle-fille de {M1}	{F7}s Großmutter ist {M1}s Schwiegertochter	La abuela de {F7} es la nuera de {M1}	{F7}의 할머니는 {M1}의 며느리입니다	{F7} 的祖母是 {M1} 的媳婦
giant07.sublevel1.hint4	{F6} is {M9}'s only aunt	{F6}は、{M9}の唯一のおばです	{F6} est la seule tante de {M9}	{F6} ist {M9}s einzige Tante	{F6} es la única tía de {M9}	{F6}은(는) {M9}의 유일한 고모/이모/숙모/외숙모입니다	{F6} 是 {M9} 唯一的姑姨
giant07.sublevel1.hint5	{F5} and {M6} have {F1} as their grandmother	{F5}と{M6}には、同じ祖母{F1}がいます	{F5} et {M6} ont {F1} comme grand-mère	{F5} und {M6} haben {F1} als Großmutter	{F5} y {M6} tienen a {F1} como abuela	{F5}와(과) {M6}은(는) {F1}을(를) 할머니로 두고 있습니다	{F5} 與 {M6} 的祖母是 {F1}
giant07.sublevel1.hint6	{M5}'s big sister married an athlete and has 2 daughters	{M5}の姉は、アスリートと結婚し、娘が2人います	La grande sœur de {M5} a épousé un athlète et a deux filles	{M5}s ältere Schwester hat einen Athleten geheiratet und hat zwei Töchter	La hermana mayor de {M5} se casó con un atleta y tiene dos hijas	{M5}의 큰 누나(언니)는 운동선수와 결혼하여 두 딸이 있습니다	{M5} 的大姊嫁給了一名運動員並育有 2 個女兒
giant07.sublevel1.hint7	{F6} is {M8}'s oldest cousin	{F6}は、{M8}の最も年上のいとこです	{F6} est la cousine la plus âgée de {M8}	{F6} ist {M8}s ältester Cousin	{F6} es la prima mayor de {M8}	{F6}은(는) {M8}의 사촌 중 맏이입니다	{F6} 是 {M8} 年紀最大的堂表姊妹
giant07.sublevel1.hint8	{M8}'s favourite grandmother is {F2}, who married {M2}	{M8}のお気に入りの祖母は、{M2}と結婚した{F2}です	La grand-mère préférée de {M8} est {F2}, qui a épousé {M2}	{M8}s Lieblingsgroßmutter ist {F2}, die mit {M2} verheiratet ist	La abuela favorita de {M8} es {F2}, que se casó con {M2}	{M8}이(가) 가장 좋아하는 할머니는 {F2}와(과) 결혼한 {M2}입니다	{M8} 最喜歡的祖母，是嫁給了 {M2} 的 {F2}
giant07.sublevel1.hint9	{M7}'s child works as a bartender, and her mom, {F7}, is proud of him	{M7}の息子は、バーテンダーとして働いており、母の{F7}はこれを誇りに思っています	L'enfant de {M7} travaille comme barman et sa mère, {F7}, est fière de lui	{M7}s Kind arbeitet als Barkeeper, und die Mutter, {F7}, ist stolz auf es	El hijo de {M7} trabaja de camarero, y su madre, {F7}, está orgullosa de él	{M7}의 자녀는 바텐더로 일하고 있으며, 엄마 {F7}은(는) 그를 자랑스러워 합니다	{M7} 的孩子是一名調酒師，而她的媽媽 {F7} 對他感到很自豪
giant07.sublevel1.hint10	{F5} lives a very long life that she's still able to see her great-granddaughter, {F10}	{F5}は、とても長生きで、まだ女のひ孫の{F10}と会うことができます	{F5} vit très longtemps et peut encore voir son arrière-petite-fille, {F10}	{F5} lebt sehr lange, so dass sie immer noch ihre Urenkelin, {F10}, sehen kann	{F5} tiene una vida tan larga que aún puede ver a su bisnieta, {F10}	{F5}은(는) 증손녀인 {F10}을(를) 볼 수 있을 정도로 장수하고 있습니다	{F5} 非常長壽，至今仍然能夠見到她的曾孫女 {F10}
giant07.sublevel1.hint11	{M11} is {M10}'s brother-in-law	{M11}は、{M10}の義理の兄弟です	{M11} est le beau-frère de {M10}	{M11} ist {M10}s Schwager	{M11} es el cuñado de {M10}	{M11}은(는) {M10}의 처남/매부입니다	{M11} 是 {M10} 的兄弟（姻親）
giant07.sublevel1.hint12	{M5}'s youngest grandchild is serving in the military	{M5}の最も年下の孫は、軍隊にいます	Le plus jeune petit-enfant de {M5} sert dans l'armée	{M5}s jüngstes Kind ist in der Armee	El nieto más joven de {M5} está haciendo el servicio militar	{M5}의 막내 손주는 군 복무 중입니다	{M5} 年紀最小的孫子女在軍中服役
giant07.sublevel1.hint13	{F8} often urged her son, {M10}, to get married	{F8}は、息子の{M10}に対して、結婚するようしばしば促しました	{F8} a souvent encouragé son fils, {M10}, à se marier	{F8} hat ihren Sohn, {M10}, oft zum Heiraten gedrängt	{F8} instaba a menudo a su hijo {M10} a que se casara	{F8}은(는) 종종 아들 {M10}에게 결혼을 종용했습니다	{F8} 時常催促她的兒子 {M10} 結婚
giant07.sublevel1.hint14	As a good mom, {F4} respected {F6}'s decision to stay single	{F4}は、良き母として、{F6}の独身を貫くという決断を尊重しました	En bonne mère, {F4} a respecté la décision de {F6} de rester célibataire	Als eine gute Mutter hat {F4} {F6}s Entscheidung, Single zu bleiben, respektiert	Como buena madre, {F4} respetó la decisión de {F6} de permanecer soltera	좋은 엄마로서 {F4}은(는) 독신으로 남기로 한 {F6}의 결정을 존중합니다	身為好媽媽的 {F4}，對於 {F6} 保持單身的選擇表示尊重
giant07.sublevel1.hint15	{F5} is envious of {M6} because he got more attention from their mom, {F3}	{F5}は、{M6}の方が母の{F3}から注目を集めていたことに嫉妬しています	{F5} envie {M6} parce qu'il reçoit plus d'attention de la part de leur mère, {F3}	{F5} ist eifersüchtig auf {M6}, weil er mehr Aufmerksamkeit von ihrer Mutter, {F3}, bekam	{F5} tiene envidia de {M6} porque recibe más atención de su madre, {F3}	{F5}은(는) {M6}이(가) 어머니인 {F3}의 관심을 더 많이 받았기 때문에 부러워합니다	{F5} 很妒忌 {M6}，因為他從媽媽 {F3} 那裡獲得了更多關愛
giant08.sublevel1.hint1	{F7}'s husband, {M5}, was adopted, just like {F9}'s	{F7}の夫の{M5}は、{F9}の夫と同じく養子でした	Le mari de {F7}, {M5}, a été adopté, tout comme {F9}	{F7}s Ehemann, {M5}, wurde adoptiert, genauso wie der von {F9}	El marido de {F7}, {M5}, fue adoptado, igual que el de {F9}	{F7}의 남편 {M5}은(는) {F9}의 남편과 마찬가지로 입양되었습니다	{F7} 的丈夫 {M5} 是受人收養的孩子，就跟 {F9} 的丈夫一樣
giant08.sublevel1.hint2	{F10} is an only child, like her biological mother, {F7}	{F10}は、血縁上の母の{F7}と同じく一人っ子です	{F10} est fille unique, comme sa mère biologique, {F7}	{F10} ist ein Einzelkind, genauso wie ihre biologische Mutter {F7}	{F10} es hija única, como su madre biológica, {F7}	{F10}은(는) 친어머니 {F7}와(과) 마찬가지로 외둥이입니다	{F10} 跟她的生母 {F7} 一樣都是獨生女
giant08.sublevel1.hint3	{F7} married {F3}'s adopted son and has only 1 child	{F7}は、{F3}の養子と結婚し、1人だけ子どもがいます	{F7} a épousé le fils adoptif de {F3} et n'a qu'un seul enfant	{F7} hat {F3}s Adoptivsohn geheiratet und hat nur ein Kind	{F7} se casó con el hijo adoptivo de {F3} y solo tiene un hijo	{F7}은(는) {F3}의 입양 아들과 결혼했으며, 자녀가 한 명만 있습니다	{F7} 嫁給了 {F3} 的養子並僅育有 1 個孩子
